Date,DATE / TIME (PST),FLOW CFS
3/30/2022,3/30/2022 11:15,325
3/30/2022,3/30/2022 11:30,329
3/30/2022,3/30/2022 11:45,333
3/30/2022,3/30/2022 12:00,325
3/30/2022,3/30/2022 12:15,321
3/30/2022,3/30/2022 12:30,333
3/30/2022,3/30/2022 12:45,329
3/30/2022,3/30/2022 13:00,329
3/30/2022,3/30/2022 13:15,340
3/30/2022,3/30/2022 13:30,336
3/30/2022,3/30/2022 13:45,329
3/30/2022,3/30/2022 14:00,336
3/30/2022,3/30/2022 14:15,336
3/30/2022,3/30/2022 14:30,333
3/30/2022,3/30/2022 14:45,329
3/30/2022,3/30/2022 15:00,325
3/30/2022,3/30/2022 15:15,340
3/30/2022,3/30/2022 15:30,340
3/30/2022,3/30/2022 15:45,336
3/30/2022,3/30/2022 16:00,344
3/30/2022,3/30/2022 16:15,336
3/30/2022,3/30/2022 16:30,340
3/30/2022,3/30/2022 16:45,340
3/30/2022,3/30/2022 17:00,340
3/30/2022,3/30/2022 17:15,333
3/30/2022,3/30/2022 17:30,344
3/30/2022,3/30/2022 17:45,344
3/30/2022,3/30/2022 18:00,348
3/30/2022,3/30/2022 18:15,333
3/30/2022,3/30/2022 18:30,348
3/30/2022,3/30/2022 18:45,352
3/30/2022,3/30/2022 19:00,336
3/30/2022,3/30/2022 19:15,340
3/30/2022,3/30/2022 19:30,333
3/30/2022,3/30/2022 19:45,340
3/30/2022,3/30/2022 20:00,340
3/30/2022,3/30/2022 20:15,340
3/30/2022,3/30/2022 20:30,336
3/30/2022,3/30/2022 20:45,344
3/30/2022,3/30/2022 21:00,348
3/30/2022,3/30/2022 21:15,340
3/30/2022,3/30/2022 21:30,344
3/30/2022,3/30/2022 21:45,333
3/30/2022,3/30/2022 22:00,329
3/30/2022,3/30/2022 22:15,336
3/30/2022,3/30/2022 22:30,336
3/30/2022,3/30/2022 22:45,352
3/30/2022,3/30/2022 23:00,336
3/30/2022,3/30/2022 23:15,333
3/30/2022,3/30/2022 23:30,340
3/30/2022,3/30/2022 23:45,329
3/31/2022,3/31/2022 0:00,340
3/31/2022,3/31/2022 0:15,336
3/31/2022,3/31/2022 0:30,325
3/31/2022,3/31/2022 0:45,340
3/31/2022,3/31/2022 1:00,344
3/31/2022,3/31/2022 1:15,333
3/31/2022,3/31/2022 1:30,317
3/31/2022,3/31/2022 1:45,333
3/31/2022,3/31/2022 2:00,348
3/31/2022,3/31/2022 2:15,333
3/31/2022,3/31/2022 2:30,329
3/31/2022,3/31/2022 2:45,340
3/31/2022,3/31/2022 3:00,329
3/31/2022,3/31/2022 3:15,329
3/31/2022,3/31/2022 3:30,340
3/31/2022,3/31/2022 3:45,329
3/31/2022,3/31/2022 4:00,329
3/31/2022,3/31/2022 4:15,333
3/31/2022,3/31/2022 4:30,329
3/31/2022,3/31/2022 4:45,336
3/31/2022,3/31/2022 5:00,336
3/31/2022,3/31/2022 5:15,329
3/31/2022,3/31/2022 5:30,329
3/31/2022,3/31/2022 5:45,329
3/31/2022,3/31/2022 6:00,333
3/31/2022,3/31/2022 6:15,333
3/31/2022,3/31/2022 6:30,336
3/31/2022,3/31/2022 6:45,333
3/31/2022,3/31/2022 7:00,325
3/31/2022,3/31/2022 7:15,333
3/31/2022,3/31/2022 7:30,336
3/31/2022,3/31/2022 7:45,333
3/31/2022,3/31/2022 8:00,333
3/31/2022,3/31/2022 8:15,333
3/31/2022,3/31/2022 8:30,333
3/31/2022,3/31/2022 8:45,336
3/31/2022,3/31/2022 9:00,336
3/31/2022,3/31/2022 9:15,336
3/31/2022,3/31/2022 9:30,336
3/31/2022,3/31/2022 9:45,333
3/31/2022,3/31/2022 10:00,344
3/31/2022,3/31/2022 10:15,344
3/31/2022,3/31/2022 10:30,329
3/31/2022,3/31/2022 10:45,340
3/31/2022,3/31/2022 11:00,344
3/31/2022,3/31/2022 11:15,333
3/31/2022,3/31/2022 11:30,333
3/31/2022,3/31/2022 11:45,340
3/31/2022,3/31/2022 12:00,336
3/31/2022,3/31/2022 12:15,340
3/31/2022,3/31/2022 12:30,340
3/31/2022,3/31/2022 12:45,329
3/31/2022,3/31/2022 13:00,340
3/31/2022,3/31/2022 13:15,340
3/31/2022,3/31/2022 13:30,344
3/31/2022,3/31/2022 13:45,333
3/31/2022,3/31/2022 14:00,336
3/31/2022,3/31/2022 14:15,344
3/31/2022,3/31/2022 14:30,340
3/31/2022,3/31/2022 14:45,333
3/31/2022,3/31/2022 15:00,340
3/31/2022,3/31/2022 15:15,344
3/31/2022,3/31/2022 15:30,333
3/31/2022,3/31/2022 15:45,336
3/31/2022,3/31/2022 16:00,336
3/31/2022,3/31/2022 16:15,333
3/31/2022,3/31/2022 16:30,336
3/31/2022,3/31/2022 16:45,336
3/31/2022,3/31/2022 17:00,333
3/31/2022,3/31/2022 17:15,329
3/31/2022,3/31/2022 17:30,333
3/31/2022,3/31/2022 17:45,336
3/31/2022,3/31/2022 18:00,336
3/31/2022,3/31/2022 18:15,336
3/31/2022,3/31/2022 18:30,325
3/31/2022,3/31/2022 18:45,336
3/31/2022,3/31/2022 19:00,344
3/31/2022,3/31/2022 19:15,325
3/31/2022,3/31/2022 19:30,321
3/31/2022,3/31/2022 19:45,340
3/31/2022,3/31/2022 20:00,344
3/31/2022,3/31/2022 20:15,333
3/31/2022,3/31/2022 20:30,329
3/31/2022,3/31/2022 20:45,336
3/31/2022,3/31/2022 21:00,333
3/31/2022,3/31/2022 21:15,321
3/31/2022,3/31/2022 21:30,329
3/31/2022,3/31/2022 21:45,336
3/31/2022,3/31/2022 22:00,325
3/31/2022,3/31/2022 22:15,321
3/31/2022,3/31/2022 22:30,329
3/31/2022,3/31/2022 22:45,333
3/31/2022,3/31/2022 23:00,336
3/31/2022,3/31/2022 23:15,325
3/31/2022,3/31/2022 23:30,321
3/31/2022,3/31/2022 23:45,321
4/1/2022,4/1/2022 0:00,329
4/1/2022,4/1/2022 0:15,329
4/1/2022,4/1/2022 0:30,321
4/1/2022,4/1/2022 0:45,336
4/1/2022,4/1/2022 1:00,325
4/1/2022,4/1/2022 1:15,314
4/1/2022,4/1/2022 1:30,325
4/1/2022,4/1/2022 1:45,333
4/1/2022,4/1/2022 2:00,325
4/1/2022,4/1/2022 2:15,317
4/1/2022,4/1/2022 2:30,329
4/1/2022,4/1/2022 2:45,329
4/1/2022,4/1/2022 3:00,321
4/1/2022,4/1/2022 3:15,325
4/1/2022,4/1/2022 3:30,333
4/1/2022,4/1/2022 3:45,325
4/1/2022,4/1/2022 4:00,314
4/1/2022,4/1/2022 4:15,321
4/1/2022,4/1/2022 4:30,317
4/1/2022,4/1/2022 4:45,317
4/1/2022,4/1/2022 5:00,321
4/1/2022,4/1/2022 5:15,321
4/1/2022,4/1/2022 5:30,325
4/1/2022,4/1/2022 5:45,317
4/1/2022,4/1/2022 6:00,329
4/1/2022,4/1/2022 6:15,321
4/1/2022,4/1/2022 6:30,314
4/1/2022,4/1/2022 6:45,317
4/1/2022,4/1/2022 7:00,325
4/1/2022,4/1/2022 7:15,317
4/1/2022,4/1/2022 7:30,317
4/1/2022,4/1/2022 7:45,321
4/1/2022,4/1/2022 8:00,325
4/1/2022,4/1/2022 8:15,329
4/1/2022,4/1/2022 8:30,329
4/1/2022,4/1/2022 8:45,340
4/1/2022,4/1/2022 9:00,325
4/1/2022,4/1/2022 9:15,321
4/1/2022,4/1/2022 9:30,325
4/1/2022,4/1/2022 9:45,325
4/1/2022,4/1/2022 10:00,325
4/1/2022,4/1/2022 10:15,325
4/1/2022,4/1/2022 10:30,325
4/1/2022,4/1/2022 10:45,329
4/1/2022,4/1/2022 11:00,321
4/1/2022,4/1/2022 11:15,317
4/1/2022,4/1/2022 11:30,333
4/1/2022,4/1/2022 11:45,325
4/1/2022,4/1/2022 12:00,325
4/1/2022,4/1/2022 12:15,325
4/1/2022,4/1/2022 12:30,325
4/1/2022,4/1/2022 12:45,325
4/1/2022,4/1/2022 13:00,321
4/1/2022,4/1/2022 13:15,325
4/1/2022,4/1/2022 13:30,329
4/1/2022,4/1/2022 13:45,325
4/1/2022,4/1/2022 14:00,325
4/1/2022,4/1/2022 14:15,329
4/1/2022,4/1/2022 14:30,329
4/1/2022,4/1/2022 14:45,329
4/1/2022,4/1/2022 15:00,325
4/1/2022,4/1/2022 15:15,317
4/1/2022,4/1/2022 15:30,329
4/1/2022,4/1/2022 15:45,329
4/1/2022,4/1/2022 16:00,317
4/1/2022,4/1/2022 16:15,321
4/1/2022,4/1/2022 16:30,333
4/1/2022,4/1/2022 16:45,325
4/1/2022,4/1/2022 17:00,321
4/1/2022,4/1/2022 17:15,329
4/1/2022,4/1/2022 17:30,321
4/1/2022,4/1/2022 17:45,329
4/1/2022,4/1/2022 18:00,340
4/1/2022,4/1/2022 18:15,329
4/1/2022,4/1/2022 18:30,310
4/1/2022,4/1/2022 18:45,314
4/1/2022,4/1/2022 19:00,340
4/1/2022,4/1/2022 19:15,336
4/1/2022,4/1/2022 19:30,314
4/1/2022,4/1/2022 19:45,314
4/1/2022,4/1/2022 20:00,336
4/1/2022,4/1/2022 20:15,329
4/1/2022,4/1/2022 20:30,314
4/1/2022,4/1/2022 20:45,317
4/1/2022,4/1/2022 21:00,321
4/1/2022,4/1/2022 21:15,325
4/1/2022,4/1/2022 21:30,321
4/1/2022,4/1/2022 21:45,325
4/1/2022,4/1/2022 22:00,317
4/1/2022,4/1/2022 22:15,317
4/1/2022,4/1/2022 22:30,321
4/1/2022,4/1/2022 22:45,314
4/1/2022,4/1/2022 23:00,310
4/1/2022,4/1/2022 23:15,329
4/1/2022,4/1/2022 23:30,317
4/1/2022,4/1/2022 23:45,310
4/2/2022,4/2/2022 0:00,333
4/2/2022,4/2/2022 0:15,325
4/2/2022,4/2/2022 0:30,314
4/2/2022,4/2/2022 0:45,321
4/2/2022,4/2/2022 1:00,321
4/2/2022,4/2/2022 1:15,299
4/2/2022,4/2/2022 1:30,303
4/2/2022,4/2/2022 1:45,325
4/2/2022,4/2/2022 2:00,317
4/2/2022,4/2/2022 2:15,314
4/2/2022,4/2/2022 2:30,310
4/2/2022,4/2/2022 2:45,325
4/2/2022,4/2/2022 3:00,329
4/2/2022,4/2/2022 3:15,317
4/2/2022,4/2/2022 3:30,317
4/2/2022,4/2/2022 3:45,317
4/2/2022,4/2/2022 4:00,310
4/2/2022,4/2/2022 4:15,317
4/2/2022,4/2/2022 4:30,321
4/2/2022,4/2/2022 4:45,310
4/2/2022,4/2/2022 5:00,303
4/2/2022,4/2/2022 5:15,317
4/2/2022,4/2/2022 5:30,314
4/2/2022,4/2/2022 5:45,306
4/2/2022,4/2/2022 6:00,310
4/2/2022,4/2/2022 6:15,310
4/2/2022,4/2/2022 6:30,306
4/2/2022,4/2/2022 6:45,306
4/2/2022,4/2/2022 7:00,306
4/2/2022,4/2/2022 7:15,306
4/2/2022,4/2/2022 7:30,314
4/2/2022,4/2/2022 7:45,314
4/2/2022,4/2/2022 8:00,310
4/2/2022,4/2/2022 8:15,306
4/2/2022,4/2/2022 8:30,314
4/2/2022,4/2/2022 8:45,310
4/2/2022,4/2/2022 9:00,306
4/2/2022,4/2/2022 9:15,321
4/2/2022,4/2/2022 9:30,317
4/2/2022,4/2/2022 9:45,310
4/2/2022,4/2/2022 10:00,310
4/2/2022,4/2/2022 10:15,310
4/2/2022,4/2/2022 10:30,310
4/2/2022,4/2/2022 10:45,321
4/2/2022,4/2/2022 11:00,317
4/2/2022,4/2/2022 11:15,314
4/2/2022,4/2/2022 11:30,317
4/2/2022,4/2/2022 11:45,317
4/2/2022,4/2/2022 12:00,314
4/2/2022,4/2/2022 12:15,321
4/2/2022,4/2/2022 12:30,317
4/2/2022,4/2/2022 12:45,306
4/2/2022,4/2/2022 13:00,314
4/2/2022,4/2/2022 13:15,317
4/2/2022,4/2/2022 13:30,314
4/2/2022,4/2/2022 13:45,325
4/2/2022,4/2/2022 14:00,321
4/2/2022,4/2/2022 14:15,306
4/2/2022,4/2/2022 14:30,314
4/2/2022,4/2/2022 14:45,325
4/2/2022,4/2/2022 15:00,314
4/2/2022,4/2/2022 15:15,303
4/2/2022,4/2/2022 15:30,317
4/2/2022,4/2/2022 15:45,321
4/2/2022,4/2/2022 16:00,314
4/2/2022,4/2/2022 16:15,317
4/2/2022,4/2/2022 16:30,314
4/2/2022,4/2/2022 16:45,317
4/2/2022,4/2/2022 17:00,317
4/2/2022,4/2/2022 17:15,306
4/2/2022,4/2/2022 17:30,314
4/2/2022,4/2/2022 17:45,321
4/2/2022,4/2/2022 18:00,317
4/2/2022,4/2/2022 18:15,310
4/2/2022,4/2/2022 18:30,310
4/2/2022,4/2/2022 18:45,321
4/2/2022,4/2/2022 19:00,314
4/2/2022,4/2/2022 19:15,306
4/2/2022,4/2/2022 19:30,317
4/2/2022,4/2/2022 19:45,314
4/2/2022,4/2/2022 20:00,306
4/2/2022,4/2/2022 20:15,314
4/2/2022,4/2/2022 20:30,310
4/2/2022,4/2/2022 20:45,303
4/2/2022,4/2/2022 21:00,303
4/2/2022,4/2/2022 21:15,306
4/2/2022,4/2/2022 21:30,310
4/2/2022,4/2/2022 21:45,317
4/2/2022,4/2/2022 22:00,306
4/2/2022,4/2/2022 22:15,306
4/2/2022,4/2/2022 22:30,314
4/2/2022,4/2/2022 22:45,303
4/2/2022,4/2/2022 23:00,306
4/2/2022,4/2/2022 23:15,321
4/2/2022,4/2/2022 23:30,317
4/2/2022,4/2/2022 23:45,310
4/3/2022,4/3/2022 0:00,303
4/3/2022,4/3/2022 0:15,306
4/3/2022,4/3/2022 0:30,310
4/3/2022,4/3/2022 0:45,299
4/3/2022,4/3/2022 1:00,306
4/3/2022,4/3/2022 1:15,314
4/3/2022,4/3/2022 1:30,306
4/3/2022,4/3/2022 1:45,314
4/3/2022,4/3/2022 2:00,314
4/3/2022,4/3/2022 2:15,296
4/3/2022,4/3/2022 2:30,306
4/3/2022,4/3/2022 2:45,310
4/3/2022,4/3/2022 3:00,306
4/3/2022,4/3/2022 3:15,310
4/3/2022,4/3/2022 3:30,303
4/3/2022,4/3/2022 3:45,299
4/3/2022,4/3/2022 4:00,310
4/3/2022,4/3/2022 4:15,303
4/3/2022,4/3/2022 4:30,310
4/3/2022,4/3/2022 4:45,310
4/3/2022,4/3/2022 5:00,303
4/3/2022,4/3/2022 5:15,303
4/3/2022,4/3/2022 5:30,299
4/3/2022,4/3/2022 5:45,306
4/3/2022,4/3/2022 6:00,310
4/3/2022,4/3/2022 6:15,299
4/3/2022,4/3/2022 6:30,303
4/3/2022,4/3/2022 6:45,306
4/3/2022,4/3/2022 7:00,306
4/3/2022,4/3/2022 7:15,303
4/3/2022,4/3/2022 7:30,306
4/3/2022,4/3/2022 7:45,310
4/3/2022,4/3/2022 8:00,306
4/3/2022,4/3/2022 8:15,296
4/3/2022,4/3/2022 8:30,314
4/3/2022,4/3/2022 8:45,310
4/3/2022,4/3/2022 9:00,314
4/3/2022,4/3/2022 9:15,310
4/3/2022,4/3/2022 9:30,303
4/3/2022,4/3/2022 9:45,306
4/3/2022,4/3/2022 10:00,317
4/3/2022,4/3/2022 10:15,314
4/3/2022,4/3/2022 10:30,314
4/3/2022,4/3/2022 10:45,321
4/3/2022,4/3/2022 11:00,314
4/3/2022,4/3/2022 11:15,310
4/3/2022,4/3/2022 11:30,317
4/3/2022,4/3/2022 11:45,310
4/3/2022,4/3/2022 12:00,306
4/3/2022,4/3/2022 12:15,314
4/3/2022,4/3/2022 12:30,317
4/3/2022,4/3/2022 12:45,310
4/3/2022,4/3/2022 13:00,310
4/3/2022,4/3/2022 13:15,317
4/3/2022,4/3/2022 13:30,317
4/3/2022,4/3/2022 13:45,314
4/3/2022,4/3/2022 14:00,303
4/3/2022,4/3/2022 14:15,317
4/3/2022,4/3/2022 14:30,329
4/3/2022,4/3/2022 14:45,306
4/3/2022,4/3/2022 15:00,306
4/3/2022,4/3/2022 15:15,317
4/3/2022,4/3/2022 15:30,314
4/3/2022,4/3/2022 15:45,314
4/3/2022,4/3/2022 16:00,310
4/3/2022,4/3/2022 16:15,314
4/3/2022,4/3/2022 16:30,314
4/3/2022,4/3/2022 16:45,310
4/3/2022,4/3/2022 17:00,317
4/3/2022,4/3/2022 17:15,310
4/3/2022,4/3/2022 17:30,310
4/3/2022,4/3/2022 17:45,314
4/3/2022,4/3/2022 18:00,306
4/3/2022,4/3/2022 18:15,314
4/3/2022,4/3/2022 18:30,317
4/3/2022,4/3/2022 18:45,306
4/3/2022,4/3/2022 19:00,303
4/3/2022,4/3/2022 19:15,317
4/3/2022,4/3/2022 19:30,314
4/3/2022,4/3/2022 19:45,314
4/3/2022,4/3/2022 20:00,310
4/3/2022,4/3/2022 20:15,310
4/3/2022,4/3/2022 20:30,310
4/3/2022,4/3/2022 20:45,310
4/3/2022,4/3/2022 21:00,306
4/3/2022,4/3/2022 21:15,306
4/3/2022,4/3/2022 21:30,314
4/3/2022,4/3/2022 21:45,310
4/3/2022,4/3/2022 22:00,310
4/3/2022,4/3/2022 22:15,317
4/3/2022,4/3/2022 22:30,310
4/3/2022,4/3/2022 22:45,306
4/3/2022,4/3/2022 23:00,306
4/3/2022,4/3/2022 23:15,303
4/3/2022,4/3/2022 23:30,306
4/3/2022,4/3/2022 23:45,303
4/4/2022,4/4/2022 0:00,314
4/4/2022,4/4/2022 0:15,310
4/4/2022,4/4/2022 0:30,306
4/4/2022,4/4/2022 0:45,314
4/4/2022,4/4/2022 1:00,296
4/4/2022,4/4/2022 1:15,306
4/4/2022,4/4/2022 1:30,303
4/4/2022,4/4/2022 1:45,310
4/4/2022,4/4/2022 2:00,314
4/4/2022,4/4/2022 2:15,317
4/4/2022,4/4/2022 2:30,314
4/4/2022,4/4/2022 2:45,299
4/4/2022,4/4/2022 3:00,299
4/4/2022,4/4/2022 3:15,306
4/4/2022,4/4/2022 3:30,310
